iteration,timestamp,nvehicles,ntripupdates,what,wall,cpu
78,1567013944,133,109,"updating vehicle information",0.608704,0.602
78,1567013944,133,109,"updating vehicle states",928.095,2090.04
78,1567013944,133,109,"updating network state",0.520132,0.896
78,1567013944,133,109,"predicting ETAs",1680,2449.58
78,1567013944,133,109,"writing ETAs to protobuf feed",221.727,243.584
79,1567013974,136,113,"loading vehicle positions",10.3219,1.371
79,1567013974,136,113,"updating vehicle information",0.484885,0.485
79,1567013974,136,113,"updating vehicle states",930.292,2151.36
79,1567013974,136,113,"updating network state",0.450672,1.073
79,1567013974,136,113,"predicting ETAs",373.642,914.231
79,1567013974,136,113,"writing ETAs to protobuf feed",224.711,246.436
80,1567014004,138,117,"loading vehicle positions",10.3278,1.438
80,1567014004,138,117,"updating vehicle information",0.82938,0.578
80,1567014004,138,117,"updating vehicle states",914.304,2170.34
80,1567014004,138,117,"updating network state",0.504281,1.339
80,1567014004,138,117,"predicting ETAs",447.235,1074.15
80,1567014004,138,117,"writing ETAs to protobuf feed",226.512,248.718
81,1567014034,146,124,"loading vehicle positions",10.7844,1.754
81,1567014034,146,124,"updating vehicle information",0.637763,0.631
81,1567014034,146,124,"updating vehicle states",978.961,2435.66
81,1567014034,146,124,"updating network state",0.466391,0.674
81,1567014034,146,124,"predicting ETAs",450.084,1044.34
81,1567014034,146,124,"writing ETAs to protobuf feed",225.344,247.239
82,1567014063,151,129,"loading vehicle positions",13.053,1.791
82,1567014063,151,129,"updating vehicle information",0.675868,0.676
82,1567014063,151,129,"updating vehicle states",1101.75,2532.25
82,1567014063,151,129,"updating network state",0.414964,0.986
82,1567014063,151,129,"predicting ETAs",547.721,1164.82
82,1567014063,151,129,"writing ETAs to protobuf feed",235.132,251.477
83,1567014095,155,129,"loading vehicle positions",10.6618,1.723
83,1567014095,155,129,"updating vehicle information",0.750931,0.707
83,1567014095,155,129,"updating vehicle states",1130.49,2410.62
83,1567014095,155,129,"updating network state",0.765801,1.235
83,1567014095,155,129,"predicting ETAs",485.174,1169.31
83,1567014095,155,129,"writing ETAs to protobuf feed",233.135,245.125
84,1567014124,157,129,"loading vehicle positions",10.7661,1.783
84,1567014124,157,129,"updating vehicle information",0.687264,0.604
84,1567014124,157,129,"updating vehicle states",1018.84,2448.32
84,1567014124,157,129,"updating network state",0.471139,0.602
84,1567014124,157,129,"predicting ETAs",443.702,1095.81
84,1567014124,157,129,"writing ETAs to protobuf feed",224.684,247.205
85,1567014153,161,133,"loading vehicle positions",13.7741,1.779
85,1567014153,161,133,"updating vehicle information",0.779002,0.76
85,1567014153,161,133,"updating vehicle states",1098.38,2491.89
85,1567014153,161,133,"updating network state",0.439397,1.297
85,1567014153,161,133,"predicting ETAs",486.698,1168
85,1567014153,161,133,"writing ETAs to protobuf feed",230.383,248.992
86,1567014183,165,134,"loading vehicle positions",11.8408,2.005
86,1567014183,165,134,"updating vehicle information",0.571889,0.572
86,1567014183,165,134,"updating vehicle states",1063.78,2443.17
86,1567014183,165,134,"updating network state",0.472664,1.095
86,1567014183,165,134,"predicting ETAs",610.056,1312.65
86,1567014183,165,134,"writing ETAs to protobuf feed",226.651,247.808
87,1567014214,168,137,"loading vehicle positions",10.6093,1.726
87,1567014214,168,137,"updating vehicle information",0.647792,0.647
87,1567014214,168,137,"updating vehicle states",1067.08,2540.4
87,1567014214,168,137,"updating network state",0.568678,0.95
87,1567014214,168,137,"predicting ETAs",536.192,1260.99
87,1567014214,168,137,"writing ETAs to protobuf feed",232.356,249.62
88,1567014244,172,140,"loading vehicle positions",10.7769,1.883
88,1567014244,172,140,"updating vehicle information",0.765559,0.729
88,1567014244,172,140,"updating vehicle states",1111.44,2473.5
88,1567014244,172,140,"updating network state",0.686959,1.687
88,1567014244,172,140,"predicting ETAs",2687.45,3566.42
88,1567014244,172,140,"writing ETAs to protobuf feed",225.409,247.892
89,1567014274,173,143,"loading vehicle positions",10.5329,1.742
89,1567014274,173,143,"updating vehicle information",0.739044,0.672
89,1567014274,173,143,"updating vehicle states",1194.06,2632.43
89,1567014274,173,143,"updating network state",0.51649,1.17
89,1567014274,173,143,"predicting ETAs",418.237,1055.1
89,1567014274,173,143,"writing ETAs to protobuf feed",229.802,248.16
90,1567014304,177,146,"loading vehicle positions",10.8875,2.024
90,1567014304,177,146,"updating vehicle information",0.736921,0.737
90,1567014304,177,146,"updating vehicle states",1079.34,2507.66
90,1567014304,177,146,"updating network state",0.426005,0.818
90,1567014304,177,146,"predicting ETAs",527.276,1154.56
90,1567014304,177,146,"writing ETAs to protobuf feed",227.226,235.893
91,1567014335,180,150,"loading vehicle positions",11.0309,2.148
91,1567014335,180,150,"updating vehicle information",0.616281,0.616
91,1567014335,180,150,"updating vehicle states",1205.03,3074.01
91,1567014335,180,150,"updating network state",0.546434,0.786
91,1567014335,180,150,"predicting ETAs",488.932,1156.78
91,1567014335,180,150,"writing ETAs to protobuf feed",233.07,253.272
92,1567014364,180,151,"loading vehicle positions",10.9087,2.041
92,1567014364,180,151,"updating vehicle information",0.697266,0.68
92,1567014364,180,151,"updating vehicle states",1266.64,2874.46
92,1567014364,180,151,"updating network state",0.470857,0.597
92,1567014364,180,151,"predicting ETAs",693.354,1338.38
92,1567014364,180,151,"writing ETAs to protobuf feed",234.859,252.405
93,1567014393,178,153,"loading vehicle positions",15.1039,2.842
93,1567014393,178,153,"updating vehicle information",1.33045,1.272
93,1567014393,178,153,"updating vehicle states",1217.3,3008.29
93,1567014393,178,153,"updating network state",0.418718,0.833
93,1567014393,178,153,"predicting ETAs",556.74,1272.27
93,1567014393,178,153,"writing ETAs to protobuf feed",235.002,250.062
94,1567014425,178,150,"loading vehicle positions",10.8353,2.006
94,1567014425,178,150,"updating vehicle information",0.823577,0.816
94,1567014425,178,150,"updating vehicle states",1382.54,2963.75
94,1567014425,178,150,"updating network state",0.46711,1.084
94,1567014425,178,150,"predicting ETAs",658.291,1419.56
94,1567014425,178,150,"writing ETAs to protobuf feed",226.618,248.056
95,1567014455,180,152,"loading vehicle positions",11.4122,2.21
95,1567014455,180,152,"updating vehicle information",0.627992,0.628
95,1567014455,180,152,"updating vehicle states",1101.48,2880.34
95,1567014455,180,152,"updating network state",0.81521,2.099
95,1567014455,180,152,"predicting ETAs",594.689,1259.28
95,1567014455,180,152,"writing ETAs to protobuf feed",228.673,247.85
96,1567014485,182,154,"loading vehicle positions",11.0622,2.144
96,1567014485,182,154,"updating vehicle information",1.18375,1.122
96,1567014485,182,154,"updating vehicle states",1239.18,2722.35
96,1567014485,182,154,"updating network state",0.457342,1.053
96,1567014485,182,154,"predicting ETAs",503.703,1089.59
96,1567014485,182,154,"writing ETAs to protobuf feed",225.12,246.039
97,1567014514,186,157,"loading vehicle positions",10.8202,1.949
97,1567014514,186,157,"updating vehicle information",0.846191,0.753
97,1567014514,186,157,"updating vehicle states",1271.66,2971.53
97,1567014514,186,157,"updating network state",0.503793,1.435
97,1567014514,186,157,"predicting ETAs",465.158,1105.51
97,1567014514,186,157,"writing ETAs to protobuf feed",224.554,245.469
98,1567014545,185,155,"loading vehicle positions",10.7755,1.929
98,1567014545,185,155,"updating vehicle information",0.735469,0.706
98,1567014545,185,155,"updating vehicle states",1137.1,2727.49
98,1567014545,185,155,"updating network state",0.548205,0.915
98,1567014545,185,155,"predicting ETAs",1876.07,2751.88
98,1567014545,185,155,"writing ETAs to protobuf feed",225.694,245.954
99,1567014574,189,157,"loading vehicle positions",10.7945,2.055
99,1567014574,189,157,"updating vehicle information",0.947577,0.869
99,1567014574,189,157,"updating vehicle states",1127.38,2971.61
99,1567014574,189,157,"updating network state",0.748412,1.957
99,1567014574,189,157,"predicting ETAs",463.617,1096.99
99,1567014574,189,157,"writing ETAs to protobuf feed",230.679,240.982
100,1567014605,193,161,"loading vehicle positions",10.2995,1.432
100,1567014605,193,161,"updating vehicle information",0.886376,0.758
100,1567014605,193,161,"updating vehicle states",996.207,2761.81
100,1567014605,193,161,"updating network state",0.594464,1.058
100,1567014605,193,161,"predicting ETAs",493.844,1087.27
100,1567014605,193,161,"writing ETAs to protobuf feed",230.871,245.405
101,1567014635,195,164,"loading vehicle positions",10.7788,1.93
101,1567014635,195,164,"updating vehicle information",0.654589,0.655
101,1567014635,195,164,"updating vehicle states",1174.07,3082.59
101,1567014635,195,164,"updating network state",0.492285,0.984
101,1567014635,195,164,"predicting ETAs",544.216,1253.8
101,1567014635,195,164,"writing ETAs to protobuf feed",223.079,245.383
102,1567014665,196,162,"loading vehicle positions",11.0355,2.104
102,1567014665,196,162,"updating vehicle information",0.984312,0.939
102,1567014665,196,162,"updating vehicle states",1266.54,3288.44
102,1567014665,196,162,"updating network state",0.454102,0.832
102,1567014665,196,162,"predicting ETAs",767.862,1638.7
102,1567014665,196,162,"writing ETAs to protobuf feed",223.8,226.807
103,1567014693,200,164,"loading vehicle positions",10.887,2.133
103,1567014693,200,164,"updating vehicle information",0.807453,0.781
103,1567014693,200,164,"updating vehicle states",1483.51,3398.09
103,1567014693,200,164,"updating network state",0.820789,1.317
103,1567014693,200,164,"predicting ETAs",616.565,1269.47
103,1567014693,200,164,"writing ETAs to protobuf feed",222.346,244.81
104,1567014723,203,163,"loading vehicle positions",14.6293,2.444
104,1567014723,203,163,"updating vehicle information",0.947283,0.947
104,1567014723,203,163,"updating vehicle states",1307.78,3100.09
104,1567014723,203,163,"updating network state",0.412211,1.123
104,1567014723,203,163,"predicting ETAs",632.079,1616.79
104,1567014723,203,163,"writing ETAs to protobuf feed",228.177,250.049
105,1567014753,205,165,"loading vehicle positions",13.4865,2.446
105,1567014753,205,165,"updating vehicle information",1.01791,1.017
105,1567014753,205,165,"updating vehicle states",1434.02,3215.53
105,1567014753,205,165,"updating network state",7.26174,14.481
105,1567014753,205,165,"predicting ETAs",589.346,1254.66
105,1567014753,205,165,"writing ETAs to protobuf feed",229.575,247.07
106,1567014784,208,170,"loading vehicle positions",11.1553,2.283
106,1567014784,208,170,"updating vehicle information",1.06073,0.987
106,1567014784,208,170,"updating vehicle states",1417.32,3362.7
106,1567014784,208,170,"updating network state",0.469484,0.712
106,1567014784,208,170,"predicting ETAs",631.689,1419.66
106,1567014784,208,170,"writing ETAs to protobuf feed",227.478,247.821
107,1567014815,212,171,"loading vehicle positions",11.0515,2.282
107,1567014815,212,171,"updating vehicle information",0.885498,0.846
107,1567014815,212,171,"updating vehicle states",1240.93,3105.74
107,1567014815,212,171,"updating network state",0.465652,0.931
107,1567014815,212,171,"predicting ETAs",519.581,1303.39
107,1567014815,212,171,"writing ETAs to protobuf feed",230.417,252.404
108,1567014845,217,173,"loading vehicle positions",11.5093,2.434
108,1567014845,217,173,"updating vehicle information",0.802018,0.781
108,1567014845,217,173,"updating vehicle states",1233.8,3152.41
108,1567014845,217,173,"updating network state",0.421319,0.928
108,1567014845,217,173,"predicting ETAs",2032.09,3088.97
108,1567014845,217,173,"writing ETAs to protobuf feed",224.423,247.076
109,1567014875,220,175,"loading vehicle positions",11.2118,2.329
109,1567014875,220,175,"updating vehicle information",0.812699,0.813
109,1567014875,220,175,"updating vehicle states",1278.74,3181.83
109,1567014875,220,175,"updating network state",0.84028,1.356
109,1567014875,220,175,"predicting ETAs",556.561,1196.72
109,1567014875,220,175,"writing ETAs to protobuf feed",227.124,249.295
110,1567014904,225,179,"loading vehicle positions",14.8499,2.623
110,1567014904,225,179,"updating vehicle information",1.04582,1.045
110,1567014904,225,179,"updating vehicle states",1245.8,3202.69
110,1567014904,225,179,"updating network state",0.474639,0.633
110,1567014904,225,179,"predicting ETAs",822.369,1453.27
110,1567014904,225,179,"writing ETAs to protobuf feed",228.757,249.27
111,1567014934,231,187,"loading vehicle positions",13.5395,2.606
111,1567014934,231,187,"updating vehicle information",0.934356,0.934
111,1567014934,231,187,"updating vehicle states",1485.89,3486.22
111,1567014934,231,187,"updating network state",0.427407,1.326
111,1567014934,231,187,"predicting ETAs",760.26,1551.85
111,1567014934,231,187,"writing ETAs to protobuf feed",225.796,247.896
112,1567014964,234,187,"loading vehicle positions",14.7812,2.71
112,1567014964,234,187,"updating vehicle information",1.05571,1.056
112,1567014964,234,187,"updating vehicle states",1438.75,3631.6
112,1567014964,234,187,"updating network state",0.46376,0.89
112,1567014964,234,187,"predicting ETAs",750.341,1623.7
112,1567014964,234,187,"writing ETAs to protobuf feed",227.48,249.095
113,1567014994,237,193,"loading vehicle positions",11.7915,2.522
113,1567014994,237,193,"updating vehicle information",1.67511,1.186
113,1567014994,237,193,"updating vehicle states",1237.98,3322.14
113,1567014994,237,193,"updating network state",0.789656,1.943
113,1567014994,237,193,"predicting ETAs",654.64,1492.21
113,1567014994,237,193,"writing ETAs to protobuf feed",227.955,238.89
114,1567015025,237,193,"loading vehicle positions",11.5899,2.715
114,1567015025,237,193,"updating vehicle information",1.11882,1.116
114,1567015025,237,193,"updating vehicle states",1395.58,3671.24
114,1567015025,237,193,"updating network state",0.461068,1.159
114,1567015025,237,193,"predicting ETAs",848.023,1872.61
114,1567015025,237,193,"writing ETAs to protobuf feed",229.228,246.021
115,1567015055,243,199,"loading vehicle positions",13.9735,2.902
115,1567015055,243,199,"updating vehicle information",0.958411,0.954
115,1567015055,243,199,"updating vehicle states",1330.82,3516.53
115,1567015055,243,199,"updating network state",0.509185,1.017
115,1567015055,243,199,"predicting ETAs",524.668,1336.17
115,1567015055,243,199,"writing ETAs to protobuf feed",228.559,249.054
116,1567015084,248,201,"loading vehicle positions",11.4741,2.64
116,1567015084,248,201,"updating vehicle information",0.893148,0.893
116,1567015084,248,201,"updating vehicle states",1283.99,3598.1
116,1567015084,248,201,"updating network state",0.636432,1.575
116,1567015084,248,201,"predicting ETAs",691.064,1647.63
116,1567015084,248,201,"writing ETAs to protobuf feed",225.007,247.49
117,1567015114,254,211,"loading vehicle positions",15.6178,3.121
117,1567015114,254,211,"updating vehicle information",0.930824,0.93
117,1567015114,254,211,"updating vehicle states",1394.27,3737.83
117,1567015114,254,211,"updating network state",0.470453,0.94
117,1567015114,254,211,"predicting ETAs",627.203,1556.17
117,1567015114,254,211,"writing ETAs to protobuf feed",229.872,251.419
118,1567015143,256,211,"loading vehicle positions",13.779,2.989
118,1567015143,256,211,"updating vehicle information",1.04543,0.982
118,1567015143,256,211,"updating vehicle states",1452.12,3677.38
118,1567015143,256,211,"updating network state",0.487167,0.777
118,1567015143,256,211,"predicting ETAs",6160.65,7375.84
118,1567015143,256,211,"writing ETAs to protobuf feed",229.169,250.105
119,1567015173,263,216,"loading vehicle positions",11.8964,2.773
119,1567015173,263,216,"updating vehicle information",1.09847,1.098
